p,q,err
0.7,0.16,0.476284146376486
0.7,0.18,0.407840064158671
0.7,0.2,0.343639738143364
0.7,0.22,0.283674384533792
0.7,0.24,0.227935248114181
0.7,0.26,0.176413602143106
0.7,0.28,0.129100748251491
0.7,0.3,0.0859880163298546
0.7,0.32,0.0470667644285081
0.7,0.34,0.0123283786447856
0.7,0.36,0.0182357269735632
0.7,0.38,0.0446341105394775
0.7,0.4,0.0668753024253667
0.7,0.42,0.0849678053715413
0.7,0.44,0.0989200945872528
0.7,0.46,0.108740617851991
0.7,0.48,0.114437795619262
0.7,0.5,0.116020021119276
0.7,0.52,0.113495660459542
0.7,0.54,0.106873052725867
0.7,0.56,0.0961605100830081
0.7,0.58,0.0813663178729646
0.7,0.6,0.0624987347189028
0.7,0.62,0.0395659926225913
0.7,0.64,0.0125762970601786
0.7,0.66,0.0184621729156441
0.7,0.68,0.0535412645753249
0.7,0.7,0.0926528514219988
0.7,0.72,0.135788833089314
0.7,0.74,0.18294113524349
0.7,0.76,0.234101709491087
0.7,0.78,0.289262533278001
0.7,0.8,0.348415609800471
0.7,0.82,0.411552967901324
0.7,0.84,0.478666661982404
0.7,0.86,0.549748771906798
0.7,0.88,0.62479140290635
0.7,0.9,0.703786685483755
0.7,0.92,0.786726775325258
0.7,0.94,0.873603853205029
0.7,0.96,0.964410124892262
0.7,0.98,1.05913782105898
0.72,0,1.1151978178584
0.72,0.02,1.01216383460587
0.72,0.04,0.913455654199484
0.72,0.06,0.819064295005098
0.72,0.08,0.728980804565817
0.72,0.1,0.64319625949907
0.72,0.12,0.56170176538228
0.72,0.14,0.48448845665001
0.72,0.16,0.411547496480061
0.72,0.18,0.342870076693278
0.72,0.2,0.278447417641472
0.72,0.22,0.218270768102787
0.72,0.24,0.162331405177151
0.72,0.26,0.110620634175923
0.72,0.28,0.063129788525302
0.72,0.3,0.0198502296528287
0.72,0.32,0.0192266531082739
0.72,0.34,0.0541094426330613
0.72,0.36,0.0848066940988272
0.72,0.38,0.111326935091945
0.72,0.4,0.133678665708891
0.72,0.42,0.151870358661882
0.72,0.44,0.165910459375536
0.72,0.46,0.175807386090595
0.72,0.48,0.18156952996292
0.72,0.5,0.183205255169181
0.72,0.52,0.18072289899953
0.72,0.54,0.174130771960204
0.72,0.56,0.163437157873434
0.72,0.58,0.148650313974363
0.72,0.6,0.129778471011465
0.72,0.62,0.106829833343039
0.72,0.64,0.0798125790313679
0.72,0.66,0.0487348599470752
0.72,0.68,0.0136048018606456
0.72,0.7,0.0255694954627219
0.72,0.72,0.0687799581623227
0.72,0.74,0.116018538191915
0.72,0.76,0.167277213218519
0.72,0.78,0.222547986535475
0.72,0.8,0.281822886961322
0.72,0.82,0.345093968748458
0.72,0.84,0.412353311493541
0.72,0.86,0.483593020036064
0.72,0.88,0.558805224375524
0.72,0.9,0.637982079569701
0.72,0.92,0.721115765651387
0.72,0.94,0.808198487528181
0.72,0.96,0.899222474901476
0.72,0.98,0.994179982165156
0.74,0,1.05088615638357
0.74,0.02,0.947522377690522
0.74,0.04,0.848495160121888
0.74,0.06,0.753795556736842
0.74,0.08,0.663414649492853
0.74,0.1,0.577343549147689
0.74,0.12,0.495573395149438
0.74,0.14,0.41809535552887
0.74,0.16,0.344900626792617
0.74,0.18,0.275980433823325
0.74,0.2,0.211326029765882
0.74,0.22,0.15092869593156
0.74,0.24,0.0947797416885024
0.74,0.26,0.0428705043571264
0.74,0.28,4.81E-03
0.74,0.3,0.048263331121899
0.74,0.32,0.087505115779301
0.74,0.34,0.122541556750381
0.74,0.36,0.153381178480644
0.74,0.38,0.180032478075583
0.74,0.4,0.20250392540016
0.74,0.42,0.220803963179979
0.74,0.44,0.234941007102688
0.74,0.46,0.244923445913434
0.74,0.48,0.250759641515775
0.74,0.5,0.252457929072209
0.74,0.52,0.250026617101997
0.74,0.54,0.243473987575956
0.74,0.56,0.232808296018031
0.74,0.58,0.218037771598193
0.74,0.6,0.199170617235209
0.74,0.62,0.176215009686386
0.74,0.64,0.149179099645943
0.74,0.66,0.118071011841657
0.74,0.68,0.0828988451310332
0.74,0.7,0.0436706725918309
0.74,0.72,3.95E-04
0.74,0.74,0.0469215259808297
0.74,0.76,0.0982695338980239
0.74,0.78,0.153641511224078
0.74,0.8,0.213029512360325
0.74,0.82,0.276425616925996
0.74,0.84,0.343821929665557
0.74,0.86,0.41521058035659
0.74,0.88,0.490583723721066
0.74,0.9,0.569933539328258
0.74,0.92,0.65325223151262
0.74,0.94,0.740532029277637
0.74,0.96,0.831765186208353
0.74,0.98,0.92694398038068
0.76,0,0.984731530289753
0.76,0.02,0.881028325810364
0.76,0.04,0.781672464659593
0.76,0.06,0.686655034539079
0.76,0.08,0.595967151781406
0.76,0.1,0.509599961237186
0.76,0.12,0.427544636179237
0.76,0.14,0.3497923781896
0.76,0.16,0.276334417060232
0.76,0.18,0.207162010687461
0.76,0.2,0.142266444970479
0.76,0.22,0.081639033704431
0.76,0.24,0.0252711184845461
0.76,0.26,0.026845931405555
0.76,0.28,0.0747207190836501
0.76,0.3,0.118361820181123
0.76,0.32,0.157777782933642
0.76,0.34,0.192977128293846
0.76,0.36,0.223968350018154
0.76,0.38,0.250759914776459
0.76,0.4,0.273360262243705
0.76,0.42,0.291777805205823
0.76,0.44,0.306020929652189
0.76,0.46,0.316097994876851
0.76,0.48,0.322017333573589
0.76,0.5,0.323787251936413
0.76,0.52,0.321416029754848
0.76,0.54,0.314911920506691
0.76,0.56,0.304283151460692
0.76,0.58,0.289537923764537
0.76,0.6,0.270684412549394
0.76,0.62,0.247730767014745
0.76,0.64,0.220685110529219
0.76,0.66,0.189555540720851
0.76,0.68,0.154350129577047
0.76,0.7,0.115076923527905
0.76,0.72,0.0717439435476904
0.76,0.74,0.0243591852431941
0.76,0.76,0.027069381051955
0.76,0.78,0.0825338101891388
0.76,0.8,0.14202618211066
0.76,0.82,0.205538601757465
0.76,0.84,0.273063198982632
0.76,0.86,0.344592128456106
0.76,0.88,0.420117569581225
0.76,0.9,0.499631726397909
0.76,0.92,0.583126827500452
0.76,0.94,0.670595125942254
0.76,0.96,0.762028899153893
0.76,0.98,0.857420448849136
0.78,0,0.916724931521975
0.78,0.02,0.812672666812622
0.78,0.04,0.712978551467292
0.78,0.06,0.617633707792568
0.78,0.08,0.526629286443879
0.78,0.1,0.439956466325312
0.78,0.12,0.357606454487676
0.78,0.14,0.279570486023484
0.78,0.16,0.205839823962728
0.78,0.18,0.136405759176642
0.78,0.2,0.07125961026814
0.78,0.22,0.0103927234799522
0.78,0.24,0.0462035274145647
0.78,0.26,0.0985377412078181
0.78,0.28,0.146618489356075
0.78,0.3,0.190454316083504
0.78,0.32,0.230053738476853
0.78,0.34,0.26542524659084
0.78,0.36,0.296577303537132
0.78,0.38,0.323518345589827
0.78,0.4,0.34625678227814
0.78,0.42,0.364800996488825
0.78,0.44,0.379159344558492
0.78,0.46,0.389340156369901
0.78,0.48,0.395351735450221
0.78,0.5,0.397202359065676
0.78,0.52,0.394900278318002
0.78,0.54,0.388453718236624
0.78,0.56,0.377870877874428
0.78,0.58,0.363159930400267
0.78,0.6,0.344329023197858
0.78,0.62,0.321386277952812
0.78,0.64,0.29433979074631
0.78,0.66,0.263197632152293
0.78,0.68,0.22796784732668
0.78,0.7,0.18865845609666
0.78,0.72,0.145277453054898
0.78,0.74,0.0978328076510624
0.78,0.76,0.0463324642822854
0.78,0.78,9.22E-03
0.78,0.8,0.0688036634952345
0.78,0.82,0.132423683566949
0.78,0.84,0.200067872753443
0.78,0.86,0.271728410579549
0.78,0.88,0.347397501085358
0.78,0.9,0.427067372739483
0.78,0.92,0.510730278354478
0.78,0.94,0.598378494994476
0.78,0.96,0.690004323892678
0.78,0.98,0.785600090358217
0.8,0,0.846857430575309
0.8,0.02,0.742446466899234
0.8,0.04,0.642404482367896
0.8,0.06,0.54672263384585
0.8,0.08,0.455392106271105
0.8,0.1,0.368404112557601
0.8,0.12,0.285749893490725
0.8,0.14,0.207420717630078
0.8,0.16,0.133407881201869
0.8,0.18,0.0637027080073666
0.8,0.2,1.70E-03
0.8,0.22,0.0628192162316484
0.8,0.24,0.119653182719464
0.8,0.26,0.172213917062341
0.8,0.28,0.220509959094912
0.8,0.3,0.264549821678252
0.8,0.32,0.304341990791203
0.8,0.34,0.339894925629999
0.8,0.36,0.37121705870546
0.8,0.38,0.398316795937556
0.8,0.4,0.421202516751604
0.8,0.42,0.439882574174895
0.8,0.44,0.45436529493254
0.8,0.46,0.464658979539235
0.8,0.48,0.47077190239484
0.8,0.5,0.472712311881672
0.8,0.52,0.470488430452575
0.8,0.54,0.464108454728805
0.8,0.56,0.453580555590514
0.8,0.58,0.438912878267503
0.8,0.6,0.420113542438179
0.8,0.62,0.397190642313003
0.8,0.64,0.370152246730145
0.8,0.66,0.339006399245847
0.8,0.68,0.303761118227959
0.8,0.7,0.264424396941115
0.8,0.72,0.221004203637236
0.8,0.74,0.173508481650399
0.8,0.76,0.121945149480244
0.8,0.78,0.0663221008839869
0.8,0.8,6.65E-03
0.8,0.82,0.0570716937466549
0.8,0.84,0.124826775188788
0.8,0.86,0.196610243698704
0.8,0.88,0.272414327916203
0.8,0.9,0.352231280698265
0.8,0.92,0.436053379033672
0.8,0.94,0.523872923955612
0.8,0.96,0.615682240459521
0.8,0.98,0.711473677410578
0.82,0,0.775120176582659
0.82,0.02,0.670340870716851
0.82,0.04,0.569941397431658
0.82,0.06,0.47391294810717
0.82,0.08,0.382246741921258
0.82,0.1,0.294934025754308
0.82,0.12,0.211966074086851
0.82,0.14,0.133334188902486
0.82,0.16,0.0590296995809525
0.82,0.18,0.0109560371862445
0.82,0.2,0.0766316375072103
0.82,0.22,0.138005690379889
0.82,0.24,0.19508675779211
0.82,0.26,0.247883374820286
0.82,0.28,0.296404049719396
0.82,0.3,0.340657264026632
0.82,0.32,0.38065147265284
0.82,0.34,0.416395103981092
0.82,0.36,0.447896559958494
0.82,0.38,0.475164216192345
0.82,0.4,0.498206422042967
0.82,0.42,0.517031500722587
0.82,0.44,0.531647749383107
0.82,0.46,0.542063439211008
0.82,0.48,0.548286815519653
0.82,0.5,0.550326097846325
0.82,0.52,0.548189480038849
0.82,0.54,0.541885130347713
0.82,0.56,0.531421191520086
0.82,0.58,0.516805780888104
0.82,0.6,0.498046990463613
0.82,0.62,0.475152887024231
0.82,0.64,0.44813151220191
0.82,0.66,0.41699088257923
0.82,0.68,0.38173898977325
0.82,0.7,0.3423838005256
0.82,0.72,0.298933256789063
0.82,0.74,0.251395275819488
0.82,0.76,0.199777750262908
0.82,0.78,0.144088548238145
0.82,0.8,0.0843355134305996
0.82,0.82,0.0205264651738917
0.82,0.84,0.0473308014608617
0.82,0.86,0.119228515580008
0.82,0.88,0.195158930382598
0.82,0.9,0.275114323073187
0.82,0.92,0.359086994778163
0.82,0.94,0.447069270459316
0.82,0.96,0.539053498834329
0.82,0.98,0.63503205228482
0.84,0,0.701504397399217
0.84,0.02,0.596347101441877
0.84,0.04,0.495580515066568
0.84,0.06,0.399195864127082
0.84,0.08,0.307184402002584
0.84,0.1,0.219537409496578
0.84,0.12,0.136246194744277
0.84,0.14,0.0573020931101631
0.84,0.16,0.0173035329073901
0.84,0.18,0.0875792937725842
0.84,0.2,0.153533773008914
0.84,0.22,0.215175527296193
0.84,0.24,0.272513086563072
0.84,0.26,0.32555495408853
0.84,0.28,0.374309606588361
0.84,0.3,0.418785494316327
0.84,0.32,0.458991041154828
0.84,0.34,0.494934644713504
0.84,0.36,0.526624676415127
0.84,0.38,0.554069481594469
0.84,0.4,0.577277379588236
0.84,0.42,0.596256663829626
0.84,0.44,0.61101560193813
0.84,0.46,0.621562435811941
0.84,0.48,0.627905381719588
0.84,0.5,0.630052630389128
0.84,0.52,0.628012347103059
0.84,0.54,0.621792671781762
0.84,0.56,0.611401719079132
0.84,0.58,0.59684757846665
0.84,0.6,0.578138314331881
0.84,0.62,0.555281966055097
0.84,0.64,0.528286548105392
0.84,0.66,0.497160050125807
0.84,0.68,0.461910437026216
0.84,0.7,0.422545649061598
0.84,0.72,0.379073601925219
0.84,0.74,0.331502186836475
0.84,0.76,0.27983927062148
0.84,0.78,0.224092695806132
0.84,0.8,0.164270280692959
0.84,0.82,0.100379819456909
0.84,0.84,0.0324290822203778
0.84,0.86,0.03957418485308
0.84,0.88,0.115622259484893
0.84,0.9,0.195707443185261
0.84,0.92,0.279822061180829
0.84,0.94,0.367958462323134
0.84,0.96,0.460109019011701
0.84,0.98,0.556266127104254
0.86,0,0.626001399698212
0.86,0.02,0.520456460873224
0.86,0.04,0.419313132109421
0.86,0.06,0.322562673695309
0.86,0.08,0.230196373167188
0.86,0.1,0.142205545216499
0.86,0.12,0.0585815315896504
0.86,0.14,0.0206842990046864
0.86,0.16,0.0956005509932166
0.86,0.18,0.166175802032279
0.86,0.2,0.232418603101619
0.86,0.22,0.294337478600036
0.86,0.24,0.351940926439873
0.86,0.26,0.405237418139187
0.86,0.28,0.454235398915037
0.86,0.3,0.498943287775916
0.86,0.32,0.539369477616023
0.86,0.34,0.575522335308724
0.86,0.36,0.607410201792562
0.86,0.38,0.635041392167675
0.86,0.4,0.658424195786712
0.86,0.42,0.677566876341603
0.86,0.44,0.692477671959369
0.86,0.46,0.703164795287996
0.86,0.48,0.709636433586994
0.86,0.5,0.711900748817669
0.86,0.52,0.709965877732946
0.86,0.54,0.703839931963304
0.86,0.56,0.693530998105009
0.86,0.58,0.679047137812149
0.86,0.6,0.660396387880524
0.86,0.62,0.637586760335053
0.86,0.64,0.610626242517802
0.86,0.66,0.579522797174294
0.86,0.68,0.544284362541415
0.86,0.7,0.504918852428471
0.86,0.72,0.461434156307039
0.86,0.74,0.413838139396037
0.86,0.76,0.362138642744981
0.86,0.78,0.306343483317803
0.86,0.8,0.246460454080197
0.86,0.82,0.182497324081312
0.86,0.84,0.114461838536292
0.86,0.86,0.0423617189129052
0.86,0.88,0.0337953369884341
0.86,0.9,0.114001654950589
0.86,0.92,0.198249584258831
0.86,0.94,0.286531497616596
0.86,0.96,0.378839791067453
0.86,0.98,0.475166883906912
0.88,0,0.548602569062578
0.88,0.02,0.442660329526265
0.88,0.04,0.341130623919889
0.88,0.06,0.244004746926094
0.88,0.08,0.15127402020357
0.88,0.1,0.0629297922878112
0.88,0.12,0.0210365614984685
0.88,0.14,0.100633639143386
0.88,0.16,0.175870012038319
0.88,0.18,0.246754225066783
0.88,0.2,0.313294796706318
0.88,0.22,0.375500219114031
0.88,0.24,0.43337895822022
0.88,0.26,0.486939453824229
0.88,0.28,0.536190119679007
0.88,0.3,0.581139343588456
0.88,0.32,0.621795487495692
0.88,0.34,0.658166887575299
0.88,0.36,0.690261854320821
0.88,0.38,0.718088672635074
0.88,0.4,0.741655601921286
0.88,0.42,0.760970876172817
0.88,0.44,0.776042704059126
0.88,0.46,0.786879269016103
0.88,0.48,0.793488729330903
0.88,0.5,0.795879218237484
0.88,0.52,0.794058843995799
0.88,0.54,0.788035689983022
0.88,0.56,0.777817814778893
0.88,0.58,0.763413252251252
0.88,0.6,0.744830011647067
0.88,0.62,0.722076077671369
0.88,0.64,0.695159410577277
0.88,0.66,0.664087946249211
0.88,0.68,0.628869596288556
0.88,0.7,0.589512248097216
0.88,0.72,0.546023764962125
0.88,0.74,0.498411986139115
0.88,0.76,0.446684726937652
0.88,0.78,0.390849778800369
0.88,0.8,0.330914909389183
0.88,0.82,0.266887862667049
0.88,0.84,0.198776358979933
0.88,0.86,0.126588095138722
0.88,0.88,0.0503307444987243
0.88,0.9,0.0299880429539329
0.88,0.92,0.114360640527269
0.88,0.94,0.202779444737987
0.88,0.96,0.295236875235584
0.88,0.98,0.391725374718711
0.9,0,0.469299370082218
0.9,0.02,0.362950166726216
0.9,0.04,0.26102444447132
0.9,0.06,0.163513532359609
0.9,0.08,0.0704087861283668
0.9,0.1,0.0182984118773071
0.9,0.12,0.102616652798925
0.9,0.14,0.182554501355648
0.9,0.16,0.258120495941995
0.9,0.18,0.329323148709816
0.9,0.2,0.396170945668372
0.9,0.22,0.458672346769566
0.9,0.24,0.516835786002484
0.9,0.26,0.570669671481494
0.9,0.28,0.620182385536561
0.9,0.3,0.665382284800979
0.9,0.32,0.706277700304271
0.9,0.34,0.742876937560103
0.9,0.36,0.775188276652557
0.9,0.38,0.803219972325393
0.9,0.4,0.826980254070588
0.9,0.42,0.846477326215619
0.9,0.44,0.861719368012339
0.9,0.46,0.872714533718956
0.9,0.48,0.879470952691497
0.9,0.5,0.881996729467334
0.9,0.52,0.880299943854182
0.9,0.54,0.874388651010242
0.9,0.56,0.8642708815358
0.9,0.58,0.849954641550822
0.9,0.6,0.831447912788188
0.9,0.62,0.808758652670641
0.9,0.64,0.781894794397936
0.9,0.66,0.750864247029072
0.9,0.68,0.715674895570111
0.9,0.7,0.676334601048613
0.9,0.72,0.632851200605184
0.9,0.74,0.585232507569291
0.9,0.76,0.533486311545582
0.9,0.78,0.477620378492516
0.9,0.8,0.417642450806142
0.9,0.82,0.353560247400057
0.9,0.84,0.285381463785595
0.9,0.86,0.213113772154754
0.9,0.88,0.136764821454996
0.9,0.9,0.0563422374783917
0.9,0.92,0.0281463770700333
0.9,0.94,0.116693442482736
0.9,0.96,0.209291401980043
0.9,0.98,0.305932721621773
0.92,0,0.38808334645204
0.92,0.02,0.281317510708901
0.92,0.04,0.178986126456838
0.92,0.06,0.0810805570540847
0.92,0.08,0.0124078077143846
0.92,0.1,0.101487551734774
0.92,0.12,0.186167232646112
0.92,0.14,0.266455381941074
0.92,0.16,0.342360505047815
0.92,0.18,0.41389108142612
0.92,0.2,0.481055564652154
0.92,0.22,0.543862382512508
0.92,0.24,0.602319937086138
0.92,0.26,0.656436604843927
0.92,0.28,0.706220736723735
0.92,0.3,0.751680658228854
0.92,0.32,0.792824669509028
0.92,0.34,0.82966104545343
0.92,0.36,0.86219803577278
0.92,0.38,0.890443865087114
0.92,0.4,0.914406733013142
0.92,0.42,0.934094814250957
0.92,0.44,0.949516258666183
0.92,0.46,0.960679191379183
0.92,0.48,0.967591712846111
0.92,0.5,0.970261898948907
0.92,0.52,0.968697801074269
0.92,0.54,0.962907446200838
0.92,0.56,0.952898836981474
0.92,0.58,0.938679951826739
0.92,0.6,0.920258744990222
0.92,0.62,0.897643146647613
0.92,0.64,0.870841062981045
0.92,0.66,0.839860376262565
0.92,0.68,0.804708944933648
0.92,0.7,0.765394603688679
0.92,0.72,0.721925163552363
0.92,0.74,0.674308411967997
0.92,0.76,0.622552112868103
0.92,0.78,0.566664006766489
0.92,0.8,0.50665181082463
0.92,0.82,0.442523218945945
0.92,0.84,0.374285901841466
0.92,0.86,0.301947507121367
0.92,0.88,0.225515659360884
0.92,0.9,0.144997960193488
0.92,0.92,0.060401988374379
0.92,0.94,0.0282647001295305
0.92,0.96,0.120994572071285
0.92,0.98,0.217780116838816
0.94,0,0.30494612107298
0.94,0.02,0.197753978723565
0.94,0.04,0.0950072813817305
0.94,0.06,3.30E-03
0.94,0.08,0.0971841615533283
0.94,0.1,0.186646033504128
0.94,0.12,0.27169671333778
0.94,0.14,0.352344699349096
0.94,0.16,0.428598464043009
0.94,0.18,0.50046645421706
0.94,0.2,0.567957091054601
0.94,0.22,0.631078770205742
0.94,0.24,0.689839861882091
0.94,0.26,0.744248710940613
0.94,0.28,0.794313636966241
0.94,0.3,0.840042934363407
0.94,0.32,0.881444872440797
0.94,0.34,0.918527695497256
0.94,0.36,0.951299622903715
0.94,0.38,0.979768849193002
0.94,0.4,1.00394354414139
0.94,0.42,1.02383185285433
0.94,0.44,1.03944189584963
0.94,0.46,1.05078176914208
0.94,0.48,1.05785954432503
0.94,0.5,1.06068326865675
0.94,0.52,1.05926096514088
0.94,0.54,1.05360063260904
0.94,0.56,1.04371024580384
0.94,0.58,1.02959775545807
0.94,0.6,1.01127108838313
0.94,0.62,0.988738147542548
0.94,0.64,0.962006812136148
0.94,0.66,0.931084937680203
0.94,0.68,0.895980356092479
0.94,0.7,0.856700875762705
0.94,0.72,0.813254281640952
0.94,0.74,0.765648335313523
0.94,0.76,0.713890775081163
0.94,0.78,0.657989316041695
0.94,0.8,0.597951650164883
0.94,0.82,0.533785446372132
0.94,0.84,0.465498350613582
0.94,0.86,0.393097985950371
0.94,0.88,0.316591952622541
0.94,0.9,0.23598782813849
0.94,0.92,0.151293167339835
0.94,0.94,0.0625155024886607
0.94,0.96,0.0303376566658086
0.94,0.98,0.127258822804042
0.96,0,0.219879396158227
0.96,0.02,0.112251267130884
0.96,0.04,9.08E-03
0.96,0.06,0.0896441743199325
0.96,0.08,0.183928597085929
0.96,0.1,0.273782185071751
0.96,0.12,0.359213429024955
0.96,0.14,0.440230794082046
0.96,0.16,0.516842719856696
0.96,0.18,0.58905762051962
0.96,0.2,0.656883884893192
0.96,0.22,0.720329876530698
0.96,0.24,0.779403933805924
0.96,0.26,0.834114369997963
0.96,0.28,0.884469473373049
0.96,0.3,0.930477507271864
0.96,0.32,0.972146710194757
0.96,0.34,1.00948529588402
0.96,0.36,1.04250145340752
0.96,0.38,1.07120334724263
0.96,0.4,1.09559911735836
0.96,0.42,1.11569687930176
0.96,0.44,1.13150472427595
0.96,0.46,1.14303071922402
0.96,0.48,1.15028290690968
0.96,0.5,1.15326930600316
0.96,0.52,1.1519979111582
0.96,0.54,1.14647669309332
0.96,0.56,1.13671359867344
0.96,0.58,1.12271655099121
0.96,0.6,1.10449344944709
0.96,0.62,1.08205216982597
0.96,0.64,1.05540056437933
0.96,0.66,1.02454646190542
0.96,0.68,0.989497667826825
0.96,0.7,0.95026196426819
0.96,0.72,0.906847110134031
0.96,0.74,0.859260841190975
0.96,0.76,0.807510870140836
0.96,0.78,0.751604886701923
0.96,0.8,0.691550557682037
0.96,0.82,0.627355527058423
0.96,0.84,0.55902741605468
0.96,0.86,0.486573823215163
0.96,0.88,0.410002324481794
0.96,0.9,0.329320473270112
0.96,0.92,0.244535800545034
0.96,0.94,0.155655814896181
0.96,0.96,0.0626880026096459
0.96,0.98,0.0343601722514566
0.98,0,0.132874953338525
0.98,0.02,0.0248011515148491
0.98,0.04,0.0788051492163993
0.98,0.06,0.177952482747871
0.98,0.08,0.272649357376077
0.98,0.1,0.362904255880871
0.98,0.12,0.448725635615609
0.98,0.14,0.530121928589552
0.98,0.16,0.607101541558651
0.98,0.18,0.679672856102112
0.98,0.2,0.747844228714357
0.98,0.22,0.811623990884392
0.98,0.24,0.871020449181502
0.98,0.26,0.926041885341107
0.98,0.28,0.976696556343549
0.98,0.3,1.02299269449943
0.98,0.32,1.06493850753223
0.98,0.34,1.10254217866297
0.98,0.36,1.13581186668786
0.98,0.38,1.16475570606282
0.98,0.4,1.18938180698448
0.98,0.42,1.20969825547182
0.98,0.44,1.22571311344681
0.98,0.46,1.23743441881485
0.98,0.48,1.24487018554294
0.98,0.5,1.24802840374557
0.98,0.52,1.2469170397595
0.98,0.54,1.24154403622373
0.98,0.56,1.23191731215994
0.98,0.58,1.21804476305097
0.98,0.6,1.19993426092083
0.98,0.62,1.17759365440884
0.98,0.64,1.15103076885318
0.98,0.66,1.1202534063631
0.98,0.68,1.08526934590294
0.98,0.7,1.04608634336174
0.98,0.72,1.00271213163638
0.98,0.74,0.955154420704756
0.98,0.76,0.903420897702797
0.98,0.78,0.84751922700258
0.98,0.8,0.787457050283361
0.98,0.82,0.723241986614638
0.98,0.84,0.654881632522352
0.98,0.86,0.582383562071652
0.98,0.88,0.505755326935648
0.98,0.9,0.425004456476144
0.98,0.92,0.340138457810551
0.98,0.94,0.251164815892174
0.98,0.96,0.158090993577932
0.98,0.98,0.0609244317089296
